"","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"vOTU_90090","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90107","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90123","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90187","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90263","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90269","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90302","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90324","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90338","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90393","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90398","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90431","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90488","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90497","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90499","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90500","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90526","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90535","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90695","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90711","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90740","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90769","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90796","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90812","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90910","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_90987","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91036","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91068","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91087","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91123","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91146","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91161","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91179","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91186","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91263","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91296","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91384","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91426","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91484","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91611","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91657","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91805","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91817","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91838","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91926","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91929","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91931","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91989","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_91991","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92017","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92056","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92113","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92115","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92116","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92119","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92347","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92396","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92404","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92460","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92511","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92524","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92594","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92608","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92726","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92729","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92769","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92816","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92841","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92875","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92955","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92961","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_92969","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93026","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93046","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93112","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93114","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93187","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93201","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93212","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93243","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93285","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93288","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93291","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93503","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93510","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93523","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93565","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93673","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93676","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93738","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93743","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93755","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93800","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93812","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93859","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93870","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_93984","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94046","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94074","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94075","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94076","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94087","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94092","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94151","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94175","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94195","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94255","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94280","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94287","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94335","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94402","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94479","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94511","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94609","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94611","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94730","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94731","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94734","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94778","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94812","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94814","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_94924","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95023","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95025","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95057","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95140","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95181","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95215","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95297","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95298","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95344","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95430","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95467","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95482","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95485","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95557","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95581","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95693","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95756","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95762","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95804","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95866","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95896","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_95931","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96115","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96128","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96208","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96217","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96315","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96346","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96363","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96538","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96542","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96619","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96667","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96733","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96763","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96869","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96882","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96887","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96929","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96930","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96979","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_96996","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97051","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97059","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97115","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97126","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97158","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97209","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97274","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97298","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97445","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97569","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97611","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97612","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97641","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97700","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97727","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97737","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97867","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97909","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97928","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_97975","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98056","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98111","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98143","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98148","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98172","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98177","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98217","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98265","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98313","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98330","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98345","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98411","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98453","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98479","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98505","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98552","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98637","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98664","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98691","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98692","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98765","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98785","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98792","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98795","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98904","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_98989","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99001","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99002","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99015","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99104","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99201","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99214","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99233","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99257","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99303","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99361","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99447","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99502","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99536","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99601","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99602","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99607","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99617","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99677","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99704","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99708","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99712","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99736","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99806","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99918","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99919","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100057","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100074","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100076","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100077","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_99981","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100171","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100254","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100312","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100367","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100429","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100432","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100471","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100489","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100522","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100673","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100690","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100788","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100853","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100864","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100865","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100867","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100883","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100919","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_100927","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101006","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101020","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101054","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101105","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101112","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101120","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101183","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101207","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101232","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101259","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101292","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101360","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101385","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101423","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101493","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101506","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101507","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101527","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101567","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101576","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101588","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101608","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101621","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101694","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101716","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101781","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101786","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101800","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101836","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101976","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_101982","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102000","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102068","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102108","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102133","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102154","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102175","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102223","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102251","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102321","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102358","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102366","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102369","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102381","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102388","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102470","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102477","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102491","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102494","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102502","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_102550","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
