vOTU	CMS1	CMS10	CMS11	CMS12	CMS13	CMS14	CMS15	CMS16	CMS17	CMS18	CMS19	CMS2	CMS20	CMS21	CMS22	CMS23	CMS24	CMS25	CMS26	CMS27	CMS28	CMS29	CMS3	CMS30	CMS31	CMS32	CMS33	CMS34	CMS35	CMS36	CMS37	CMS38	CMS39	CMS4	CMS40	CMS41	CMS44	CMS45	CMS47	CMS48	CMS5	CMS6	CMS7	CMS8	CMS9	PRE129	PRE174	PRE177	PRE180	PRE181	PRE182	PRE183	PRE185	PRE186	PRE187	PRE189	PRE190	PRE191	PRE192	PRE193	PRE194	PRE195	PRE196	PRE197	PRE198	PRE199	PRE200	PRE203	PRE204	PRE205	PRE207	PRE208	PRE210	PRE211	PRE212	PRE214	PRE237	PRE238	PRE239	PRE327	PRE328	PRE329	PRE330	PRE331
vOTU_592	790.0126159	529.4966676	33.00441373	632.8703548	6.225572865	12.30568432	45.6469696	50.8526152	39.5159339	27.38412553	546.003668	6.128248611	12.86433126	0	263.662546	171.4470609	20.18699886	12.41583732	45.80004387	7.514827336	1.258406732	0.041163618	0.476371228	0.783338934	0.762885836	0.336542122	0.343433373	0.785200296	0.023211814	0.398441868	0	0.082437224	0.131661358	2.194738819	0.572228095	0	12.96691181	0	0	5.330619274	26.66267236	25.72935537	364.7914014	603.458509	7.637424753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090163273	0	0	0	0	0	0	0	0	0	0	0	0.249705923	0	0	0	0	0	0	0	0	0	0
vOTU_594	11.66948624	6.509916743	36.1548249	2.300592804	855.6557119	5634.445686	386.8299123	30.95438621	45.85228799	80.77810986	43.72584203	18391.91632	1418.91979	303.239672	15.96708024	6.533730597	15.19392707	2675.000492	12.96230878	1582.189984	182.2739857	28.3934368	17.82481394	45.01671112	38.7319222	65.75283958	47.53532284	42.64964095	46.16892266	36.63014881	58.66700823	50.733863	77.91596843	3576.961309	0.176694419	5.73941902	72.50035607	33.94097403	64.698506	18.72331419	11.36331249	23.93310671	5.395178377	4.906654562	9604.657148	0	0	0	0.159658445	0.172017784	0.404854778	0	0	0	0.156129108	0	0	0	0	0	0	0	0	0	1.13010997	0.167763128	0.182048695	0	0.836532993	0	0	0	0	0	0	1.088093394	0	0.184946846	0	0	0	0	0.451497943	0
vOTU_596	237.101284	64.81469775	22.57727799	83.65858261	128420.8041	237211.8581	580.1099376	1073.062648	1955.273708	534.9011854	5.468456656	129612.9405	1119.028185	1186.793945	853.5238274	0	4.053734951	100976.686	104.911157	39.74346196	51.2559104	37.1833716	140.8931045	26.27863013	37.88081913	25.84963763	107.7173666	48.85474892	1.887763953	40.49241722	46.11410497	15.27120563	1.255843523	82879.71592	0	209.5294878	1716.697652	256.5708331	6.605181505	0	146.8250415	81.50379657	64.74525737	51.98972878	194381.5854	0	0	0	0.958428511	0.860517949	2.160302542	0	0.487856821	1.429790063	0.937241925	1.259407501	0	0.337238508	1.955637549	1.37676579	2.542170422	0.452640353	0.987007311	0	0.807624063	0.503540435	0	0.427060927	0	0.53767053	1.208506737	0.581667032	2.095044642	0	0.788891296	0.725757436	1.07152667	2.960625617	7.753794409	4.031511211	2.25841132	2.65552313	0	0
vOTU_597	0.391926454	0.079311766	115.4375217	1.205807573	2.448302129	0.575225759	34.40679585	17.59437193	416.9966496	1153.395183	5.473715176	0.436805682	0	47.63649833	4.568687616	28.354195	105.4984596	0.301888521	72.10543353	0.839165293	0.028104738	0.48264893	1.915034182	62.3096784	18.71466998	3.466844087	90.11186891	0.838456256	10.94089711	4.840084503	23.8952343	0.1864133	21.60804774	0.448040466	0.707810211	0.383186918	2546.80463	13.84800537	56.85918476	21.42933395	2233.818609	139.1962721	5.432265961	0.865768766	0.207451336	0	0	0	0	0	0.135148744	0	0	0	0	0	0	0	0.279645444	0	0.282735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_598	0.498852387	0.095181159	1.067424464	2.971674192	2.040402703	3.451609872	6.372100206	13.40622741	2.48230653	4.17021152	1.368530024	0.305786596	44.66643265	2.977501392	6.853538379	7.270844234	4.057933226	1.408917314	1.81410736	2.491456255	1577.199966	235.0122529	0.068399137	252.6611646	157.1172686	415.2064315	232.7840884	194.2649559	206.7259297	183.6582303	260.3110278	310.6703879	347.7525368	3.136515267	1.017552447	0	48.40776228	141.6378046	257.8688659	16.0731894	1.507706868	0.718339167	0.671781504	0.327612415	0.103733341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_607	36.06381943	91.45492797	100667.5641	74.58227206	312.9454589	778.8185338	1385.492787	2547.476631	26.19647998	13.41239368	3893.968459	22.65522277	16.53955946	77.80787443	975.8448056	21.1924452	91360.99882	0	40.56871304	210.1334453	22.75492647	9.979899227	629.2341972	31.83891544	8.267043949	15.65987556	8.833412449	4.883127622	162.1212048	12.65251327	9.378266217	37.87018613	10.37419256	16.45499874	3.557272903	0	0	4.42887006	7.974689445	94.23605271	27.52085007	50862.65671	44.00480182	31.09295521	233.124757	0	0	0	0.16071494	0	0	0	0	0	0.314324497	0	0	0	0	0	0.568381488	0	0	0	0	0	0	0	0	0	0	0.292612066	0	0	0	0	0	0	1.950302904	0	0	0	0.302990404	0.471532248
vOTU_609	0.107607397	0.079844793	0	0	0.958516348	0	0	0	2728.694412	382.8509908	2.755251065	0.351793042	0	5.994580852	0	1.463833527	0	0.050652902	0.057067633	0	0	0.055530588	0	0	0.035084627	0	0	0.024826213	0	0.052582155	0.061999551	0	0.079926275	0	0	0.128587395	0	2.534740553	0	0	772.7680269	0.038058599	0.11760805	0.094225654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_611	0.681830853	0.463315433	9.613151591	730.5076937	1.232952002	2.317445198	17.11316582	10.12620873	13.74982367	9.239740921	74.42641824	0.439946062	3435.374671	5.997372145	0	13.91289383	8.173610185	0.101352975	1.141884117	3.037431768	120.7284782	0.750012011	10.19509717	11.12426552	14.60200098	5.748643571	34.38921664	2.483777267	5.169088019	123.5028535	21.21371985	1.12652102	42.12743306	226.8457436	0.311893294	0	6092.147364	3.169901024	7.990879446	0	44.08357007	35.82981773	0.911886801	0.471347644	0.940242561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_615	0.287381068	0.527761648	3.973371621	0.75982626	3.016973256	11.3091304	97.64507272	101.3659265	37.53797298	34.47434984	8.278082088	4.007614561	40.2903219	33.01937182	43.75939851	79.16491407	56.25119371	3.652448658	1.48597158	61.36616026	0.609220165	63.71907096	12.96380896	199.5549936	10.04917004	3176.356069	335.2237762	127.4987079	13.05357139	8.443247088	250.3240094	127.7615381	639.5234471	1.945889564	6.957892488	1.030233532	41.29414596	2.538521279	127.9851791	124.2318041	71.53764838	5.641074169	5.800835915	3.515140859	8.889174692	0	0	0	0	0	0.13625997	0	0	0	0	0	0	0	0	0	0.285059716	0	0	0	0	0	0	0	0.211160829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_626	9.203741168	28.09953122	0.104786098	28.33837088	0.416625399	0	14.74586017	739.094888	1.267141955	16.17862232	18.16341637	1.87313704	2.40008998	3.039847728	53.64401643	34.88852067	13.46443437	0.71920942	2637.351805	0.696150061	1.406072123	0.422392833	0.977638997	0.969298746	43.37540823	2.028851679	2.168663292	10.85202399	18.98324247	9.723608326	0.53447879	0.274922142	1.418569531	0	2.077718253	1.173718396	0	23.77925526	5.400377842	32.81949652	0.148962287	0	39.95810292	4.706503636	0.211810858	0	0	0	0.163251762	0.351778529	7.037431387	0	6.980231406	0	0	0.643555022	0	0.172328285	6.281486224	0.469016601	1.15470633	0	0.504359003	0	0.990466748	4.974626709	0	0	1.710720474	1.648492182	0.30877241	0	1.36253617	0.2562311	0.403122067	2.225164653	0	0	0	1.267750861	0.153872563	0	2.769956887	0
vOTU_631	4.869128404	4.139892111	9.216601556	44.16092997	9.503621059	10.04789159	23.13251086	41.32219705	355.7829935	712.9629684	261.5307995	4.443356582	196.8524587	15.29598838	9.388779794	12.69957916	7.296229944	0.36189375	25.94874049	7.086649883	6.757453818	2.933062668	31.34303523	307.8436631	364.4310356	37.40341907	497.629933	13.15093235	112.3712954	124.1524551	165.7306217	13.2376978	304.7448724	14.3422274	0.954561313	0.262486583	348.1517757	121.5934231	17.66294915	5.50473447	1621.032165	12.19722854	3.691143123	2.187909105	3.943443823	0	0	0	0	0	0	0	0	0.367635463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_635	739.9140249	365.673842	0.338047313	501.7459303	1.120052333	1.776296269	3.497880928	44.8449599	66.42819542	61.80794048	352.1421693	1.348855281	9.678573568	2764.28112	79.94590227	110.7567626	0	0.673278156	35.18471325	4.858764648	9.416431495	5.337120043	0.492801886	3.336765376	1.506652167	2.632883578	1.612419321	2.411464765	0.744384991	1.935475715	1.93346017	3.176701994	2.369923989	0.461182758	0.182143071	0	7.665232766	2.591673909	17.69421696	2.757239609	113.2326097	0.194567208	258.7171658	580.2442432	1.067682351	0	0	0	0	0	0	0	0.251324964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_638	0	0.032851635	0	0.42364585	0	2.978294955	4.3986417	1.735177249	1.285146576	3.454421436	0	0	21.90773234	3.083040448	2.365488515	1.505712604	0	0.625224475	0.67505335	0.32586533	558.0515047	79.22443144	0	115.1632133	57.88574492	20.99270704	77.33912719	73.85147207	72.22884245	84.62732409	67.12140637	117.9444418	129.608638	0.927911615	0.274857421	0	19.27830774	36.50160363	83.52594219	0	0.654675097	0.352326821	0.362918161	0	0.214820445	0	0	0	0	0	0.139949513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.004618314	0	0	0	0	0
vOTU_648	0.074176999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014627729	0	0	0	0	0	0	0	0	0	0	0.04312129	0.027547787	0	160.3440967	157.2901518	0	0	0	0	0	0	0	0.073071633	0.107972612	0	0	0	1.664382967	29.94685287	0	9.255095501	0	6.703931631	7.812436183	250.8005951	0	1287.295181	0.873285744	0	5.886226046	8.300623675	469.9821441	3.474998791	5.048999052	4.547065732	38.71498601	8.157856501	4.360280683	123.2490848	0	7.272780561	3803.641067	7.706359107	580.3188184	1.701448471	0	0	0	21.97243664	69.0254502	0	0.156890226	58.0292143
vOTU_651	7.884008861	2.417240258	0.342784373	9.461749058	18.739836	130.8862935	3.990258862	2.623463812	1.29536643	2.611418988	2.856613927	261.5606925	33.12292334	3.107557668	0	2.276529692	0	18.74834405	1.124174763	69.44122154	0.997373448	0.014393375	1.284962204	0.265848275	0.109126064	0.066192848	0.166272627	0.489051329	0.097395621	0.072688798	0.064280451	0.21618907	1.75401142	46.98036797	0	0	7.772645745	0	2.760333259	0	4.365368339	6.510691447	15.21135758	5.861527155	201.5882744	0	0	0	0	0	0	0.371204197	0	0	0.652795601	0	0	0	0	0	0	2.459084106	0	0	0	0	0	1.338529243	0	0	0	0.405135184	0	1.047753693	0	0	0	0	0	0	0	0	0	0
vOTU_659	13232.83637	2079.627702	1856.815073	7002.808261	171.0887726	125.229457	4155.59651	8831.816353	7639.582729	37970.06714	5717.926847	145.0768879	6058.26232	16150.98489	1751.405958	4119.81892	1495.748647	74.93012001	9559.05959	4350.67327	32.9573458	15.92441435	218.6703541	10.98287851	14.66107125	16.34088703	12.62136771	61.98651488	8.243605388	12.48792692	26.5559138	6.927225579	12.58043338	91.92231698	23.2164179	17.06046902	4178.320736	141.0074217	55.62755735	636.6854877	35697.29226	1069.413073	4513.698448	13804.32579	147.8166522	0	0	0	0.168160396	0.362355762	0.142137882	0	0	0	0.164443118	0	0.140974337	0	0.294107144	0	0	0.381204925	0	0	0	0.176696661	0	0.224789018	0.440539552	0	0.636113082	0.102055977	0	0.131967713	0	0	0	0	0	0	0	0	0.475540601	0.082229494
vOTU_661	1.911902576	3.087614207	1.058233368	0.815598033	0	10.28894715	6.70400238	0	2.611601882	0	2.87962469	5.23934286	152.1088021	0	0	0	4.269297897	0.794091042	0.149109248	274.5391627	22.68081146	0.377242262	5.109289798	2.217006127	1.100051027	0.733986533	1.871667291	0.830300233	2.037238489	1.172389205	1.619956174	1.765237286	2.157966672	0.072524972	0.13963741	0	0	0.662290052	50.08623221	0	0.358182879	6.960902612	0.676043202	0.2708174	5.129414414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_662	3.637354538	0.016694354	0	0.022661674	0	3.935081121	0	0	30.04160497	0	0	0	0	0	19.23328479	0	0	5.930828673	0	0	0.014789434	0	0	0.194954743	0	0	1.872177272	0	0.07365519	0	0	0.479577801	0	0	0	2.016427843	0	0	0	0	0	0.397874244	0	0	6.440806613	0	0	0	0	0	0	0	0	0	0	0	0	1.598707826	0.58862642	0	0	0	0	0	0.340320938	0	0	0.074982172	0	0.566416194	0	0	0	0	3.739806277	0	0	0	0	0	0	0	0	0
vOTU_666	5.089537639	2.685469749	188.1710442	5.809822035	97.86650669	187.7699814	46.74392966	5.319102909	103.7416254	82.06756932	3105.8621	198.3259131	73.37535681	47.25456558	12.08548661	15.38563337	393.9231573	37.32037816	2.969058459	230.1688745	0.193297199	38.50661674	566.4303318	113.9272026	8.960800936	66.3428735	104.6475596	30.2685872	195.2985588	10.74012588	152.2898465	37.43302459	184.8004582	167.8236532	0.795753269	0.405455637	2434.78531	9.990528665	5.596607279	11.33734457	213.088981	405.8554169	5.006287236	4.060473746	147.618638	0	0	0	0.169183718	0	0.429008541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_667	0	0	0	0.410844679	0.144180885	0	0.900542864	3.55246368	0	0	0	0	6.229464735	6.311971429	0	2.312007034	0	0.106669566	0.240356601	0.222383573	296.0248393	22.54046435	0.072499278	30.18992992	14.59217954	16.08903841	32.98473143	29.172985	42.38440495	33.75491628	33.26127842	63.51817326	50.69121207	0.803732907	0.140680297	0	9.867217905	14.01196419	22.4268014	0	0	0.280515615	0.247669911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_669	317.7016501	1021.819825	37.54796783	274.8297379	3.037862463	26.0006116	29.81669171	1648.475548	1256.569587	97.56744813	203.7541895	118.6493818	262.5071568	791.6189165	383.8617714	140.7279659	265.4020016	7.170615821	387.2957408	460.0790848	17.41132303	0.513319373	5104.183544	0.467898573	1.000755439	1.124130612	2.004863529	9.573057438	1.265338071	0.703636002	0.851489364	1.387813928	7.796423438	22.72594152	23.85399413	22.68622309	1619.642427	2.677816674	15.46967415	0	472.2780309	598.9615521	404.2672503	218.7735317	102.4845179	0	0	0	0.340104359	18.321611	18.6857991	5.484510072	1.558071433	1.141582405	4.822499414	20.27847949	1.995843928	2.333588332	1.189663254	1.465661887	0.601403396	6.938881796	39.40264412	8.876129029	2.579314109	1.608160291	0.193900031	5.682946666	1.559234486	28.3331696	1.929807828	7.32749071	3.244100559	6.939521331	36.95247822	0.772618714	0	0.393973703	2.063611878	7.92336185	9.136089962	0	1.122077541	0.083154566
vOTU_670	2.691148132	2.531198673	0.655073904	2.199016941	0.578788453	0.917903333	1.35565078	40.99960449	27.72553562	1.774407281	2.91151855	0.604086309	6.251768846	66.51299497	7.290378644	1.546856663	33.45352105	1.284617851	1.507607369	15.12043145	0.014949164	0.630810801	35.28804506	1.601115016	2.113246239	4.902462927	9.800923417	6.007646038	1.811633376	1.148331292	3.505102411	4.010265576	18.83444474	0.403305305	3260.079561	5640.938469	21.78560276	4.017752266	14.06693675	68.39073789	7.294735811	1.890205575	2.268079652	2.290104917	3.200011955	0	0	0	313.486319	76.23739405	732.9582005	0.094584702	3537.207185	46.05559912	0.332671224	348.3426207	34.65100772	3024.026617	352.527873	935.8201077	144.9752857	0	216.85755	32.46957367	53.14745934	48.97206776	27.54084608	0	221.4679217	1247.264556	879.8957057	0.206460977	4848.939789	0	2877.570147	15.45632614	0	0	0	460.993414	107.7372383	24.85408285	75.03808412	58.88848922
vOTU_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36731357	0	21.23250245	1.041212625	0.381442721	18.16954297	0.167993832	0	0.899692741	2.385049313	0	0	26.46981314	1.053264431	0.762640978	0.517103586	1.612028271	0.194366404	23.77387496	1.116417706	0	0	21.51808321	2.84541542	23.27655691	0.420924512	0.774477032	0	0	0	0.330934137	0	0	0.321364681	0
vOTU_679	213.3252589	1169.665241	87.02275384	297.3589343	311.0267198	19.37966984	524.2790631	1056.49093	1308.783157	44.59882858	924.9894433	84.37300541	118.1655535	703.7357518	310.2863592	167.9592629	145.3834838	306.6842691	156.0583165	137.6574065	0.240473385	0.132740457	4493.109649	0.247650555	0.298191575	0.271312125	0.227173485	3.692555421	0.848313742	0.335180039	0.098802588	0.066458898	0.438721112	625.7216251	0.141943526	0.546445564	252.8778255	1.346455585	2.828522662	11.45977712	185.0659544	350.7605946	398.9242887	218.8555165	69.22585443	0	0	0	0	0	0	0.285280631	0	0	0.334460911	0	0	0	0	0.491307876	0	0	0	0	0	0	0	0.152399485	0.224003383	0	0	0	0	0.134204586	0	0	0	0	0	0	0	0	0	0
vOTU_680	1.981977118	0	0	0.046068426	0	3.384421264	0	0	19.91443304	0	0	0	0	0	0	0	0	5.059488371	0	0	0	0	0	0.099079819	0	0	1.505322067	0	0	0	0	0.13294409	0	0	0	3.552598819	0	0	0	0	0	0.080882993	0	0	6.546688123	0	0	0	0	0.184285324	0	0	0	0	0	0	0	0.541663085	0.598302949	0	0	0	0	0	0.691831063	0	0	0	0	0.863591409	0	0	0	0	3.37892052	0	0	0	0	0	0	0	0	0
vOTU_685	24.56287585	156.064117	11.23644047	35.10738419	55.88112727	62.17469711	38.37494696	14.41729373	10.67806513	5.381662942	86.83274011	127.5461645	243.9675951	0	29.48166486	18.76606632	4.363973059	168.6172835	7.864658723	739.2484385	2.297219098	0.252128253	9.856723808	0.224126708	0.524741259	0.477440271	0.171328929	0.344789582	0.802859147	0.22469773	0.529881607	0.846500602	0.384239847	137.0724214	0	0.274744309	8.009009614	0	0	5.761797249	0.784555449	30.61597444	58.70656529	16.35772252	160.9762709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_687	7.143218789	82.23975436	7.190418339	4.734665071	0.293218667	1.240044975	1.831421541	7.224596153	2.675422646	0	25.0749595	1.694961722	15.20253132	32.09142204	24.6224114	0	7.653849778	0.216932417	1.069271631	49.29616454	0.166613942	0	686.1893737	0.049916132	0.187822236	0.045571106	0.114471999	0.132904783	0.050289718	0.01876624	0.132763495	0.089302474	0.142625921	0.445783766	1.478181116	4.405634992	8.026729721	0	0	0	1.41532433	11.85784923	7.051560131	7.112436683	1.006231399	0	0	0	2.929840185	11.88383024	0	0	0	6.556132775	0	12.56882109	2.745142855	12.37093748	0	0	0	0	14.3760864	5.654458884	0	0	0.393025458	0.076793617	0	19.43334571	0	0	24.45310957	0	21.7042049	0	0	0	0	10.37224459	5.523027885	3.61904735	0	0.589925199
vOTU_688	0	0.051317536	90.68690288	0.487625264	0.880077016	2.791436569	14.20031013	0	0	1.798717139	7.378517845	28.0744633	231.9495633	0	0	0	89.70229517	3.472579896	1.069783397	335.0293442	0.060615886	0.059484007	0.663801045	0.049940022	0.150329704	0.022796459	0	0	0.251568937	0	0	0	0	11.11276165	0	0	4.015285705	0	0	0	2.255113852	104.7740827	0.377942951	0.050466956	11.63312793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174354673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.8186309	1.054939336	0	130.2146789	0	0	0	0	0	1.526993772	138.7920545	0.177858338	0	1.921042799	4.718365214	0	180.0775424	5.881906549	0	0	162.1506232	0	275.9531309	0	3.138749057	0	0	0	0	0	0	0.325601357	0
vOTU_696	71.02277367	722.0074322	2.095941724	209.2280908	1.773059943	4.998940645	7.382931883	777.252292	2.696329424	8.153576117	209.5998578	3.17916266	1.276777477	0	459.0741767	209.2898929	0	0.327941415	551.0062481	0.569740638	0.32056677	0.04494012	0.445778806	0.050306196	1.665751568	0.275563299	0.115366527	3.884357215	1.115019429	1.191511847	0	0.045000159	0.129366409	0.41182835	0.096111754	0	18.20127074	0	0	5.819669861	5.864024003	0.164268192	363.9627065	117.5859644	1.126771641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_702	0.038805068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187622064	2.649482649	240.9242261	2.39330956	0	277.7463744	0	0	0	6.091360512	0	28.63776237	340.3850201	0	0	49.12894405	47.02623392	0	316.4315584	24.6352741	0.58615195	0	329.8457922	0	353.9534806	0	24.72495425	0	0	1.056618658	0	0	0	4.267941221	0
vOTU_703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.30437597	0	0	19.8105381	0	0	0	0.305441577	0	6.793954888	21.67530439	0	0	4.944644845	15.96504601	0	20.85504869	3.202620833	0	0	20.45588785	0	14.8017827	0.431245916	5.157540857	0	0	0	0	0	0	0.823111997	0
vOTU_709	1.648774222	806.8270654	162.1966831	2.063997838	263.1582696	2.53511884	295.3170873	401.5537961	639.9398374	13.78310986	223.1433376	3.561393848	16.83483652	200.1011974	113.2593298	0	14.52968292	458.0158896	1.904937476	38.37033716	1.006382096	0.075968458	49.65968023	0	0.383979371	0.535695877	0.438794751	1.575903033	0.154216679	0.191826301	0.678546435	0.410777734	0.422792573	609.3513048	0	0	8.20482892	0	0	0	0.321495093	10.03831612	1.158432109	1.959357969	3.885663281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078497534	0	0	0	0	0.420095489	0	0	0	0	8.979116633	0	0	0	0	0	0
vOTU_710	54.80769814	3493.175159	1.83202313	35.28135043	66.09602558	17.11379563	44.46589807	3904.23913	0	70.76050597	2691.56378	17.37559687	0	0	1296.32217	32.04475513	0	108.9437085	745.4061465	0.46234032	0.929062736	0.091171438	0.22609138	0.280658854	0.307214794	0.163054487	0.146279819	6.358601395	0	0.038369169	0.101792335	0.045646621	0.102063777	46.48357871	0.14623871	0.281490451	0	0	2.914113211	8.854910821	0.10717595	0.041657008	103.7224191	62.93789601	12.91543195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138265591	0	0	0	0	0	0	0	0	0	0
vOTU_713	0	0	0.022673937	0.071356983	0.300502264	0	0.469228583	0	0	4.606289243	0	0	2.596694086	0	0	0.803115416	0	0.055580263	0.0939285	0.289682849	109.8405279	38.43313411	0	12.27745347	14.32109002	22.23067546	10.7343683	13.94751062	8.684308432	7.481402094	18.23222237	59.90033815	22.15918558	0.190357126	0.097735443	0	0	3.476640573	148.9901619	0	0.053721526	0.08352165	0.032262152	0.051695821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_718	2.092276642	28.98141679	5.36716602	0.763433657	25.92103246	9.241397951	45.18161896	62.19573724	90.7545834	12.0124239	28.80760468	0.871148369	1.302257567	26.39010863	45.55806998	29.80477054	11.23942576	20.79387958	11.99625233	2.76027584	0.202406398	126.1127836	177.0201405	35.3013724	207.7792733	813.7933234	1403.907001	1079.597448	135.438683	84.35658099	232.2398094	1037.092945	1180.305235	46.58703404	3.725132948	1.556730551	18.56450554	13.94844781	17.58104813	41.55067327	2.047566586	2.094330262	3.203572956	0.959253203	3.447774391	5.096196209	1.449905241	15.3290986	0	0	2.545612415	0	3.246327992	0	0	0.523776861	0	0	0	0.508964599	0.313264309	0	0.182439084	0.132099326	0.358276239	1.861494943	0	0	0	0	0	0	0.211226966	0	0.437457567	0.603672681	0.519911959	1.436515495	4.299649467	0	0	0	0.66797446	0.173257137
vOTU_720	11.54357985	95.90255723	16.30648936	8.337986234	55.99022096	6.06328103	51.84389992	301.1932609	334.6149407	24.98420209	89.58184075	22.73039006	33.90663259	254.364406	50.69174375	2.420024352	32.64048052	40.80923865	37.54922509	67.35879309	1.933378976	0.030601243	1665.631801	0	0.077336346	0.023455043	0.147294296	1.149202467	0.103534681	0.135223432	0.102498284	0.206834347	0.939626132	56.06006855	0	0	316.043404	0	1.467161559	0	108.3509113	95.76250503	8.911412371	12.0985096	23.47805821	0	0	0	0	0	3.298985925	0	4.876386031	0	0	0	0.148726378	0	1.861678852	0	1.254831265	0.201083505	0.182697375	0	1.076350419	8.015760622	0	0.237149946	3.950497323	0	0	0	0	0.139224488	0	3.022636691	0	3.288112592	0	0	0.334429798	0	1.170610267	0
vOTU_725	153.5222704	76.65532945	0.045742195	254.7522453	5.152959645	8.973289533	8.519557454	22.40531399	0	5.575611727	28.97084243	14.55274055	27.50237248	0	63.63364435	117.4643382	0	9.867186478	162.3933634	62.41429978	2.254744577	0.015365568	0.685877139	0.025800441	0.427155391	0.164882218	0.41417465	0.219824857	0.051987078	0.21339594	0.240177838	0.16155401	0.869894684	9.677423512	0	0.56929154	16.59528975	0	1.473389234	0	4.98535673	0.042123955	230.3371335	87.05664539	9.246163039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_727	8.484552617	15.74773252	1.009698729	13.45672071	5.930544416	10.61108323	12.34724343	51.51748031	29.13734885	25.17428637	9.179328347	0.390675086	63.07310828	56.5856383	30.64644936	26.00998752	22.68194147	2.925069189	22.27633093	10.87699416	2.592214495	89.29544528	25.30952201	80.66343489	49.83286798	184.6484803	291.6353525	196.6577958	46.3973835	36.65185154	85.51427424	223.89964	228.5278098	8.785089396	2.967464568	2.998790767	160.2646388	28.14893605	17.73988784	150658.3438	33.87260446	3.254407978	14.95446942	7.167838366	1.159641347	24.42563466	7.55885771	177.0180041	0.178757119	0.192594908	0.906568691	0.695807375	3.82160057	8.400138553	0.524416785	1.233187746	1.948152889	0.943478569	0.625280946	1366.077441	0	0	1.104524215	2.265977698	0.903782904	0	2.649734588	0.557559859	3.27810281	2.105906813	8.114377308	0.108487093	1.065676705	1.963972263	2.207049353	2.436506761	1.948548509	2.898987998	56.40044232	3.470398854	1.347896798	2.815294711	0	0.087411232
